Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Day Type,Period Name,Peak Hour,Time,Weekday,Weekend,Public Holiday
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,33.52,15.3,1007.79,1,15.73,3.021189335,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,34.07,15.3,1007.79,1,14.25,3.021189335,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekend,Evening Peak,0,18:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,36,15.3,1007.79,2,13.73,3.021189335,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Public Holiday,Non-peak Morning,0,6:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,32.92,9.92,655.69,1,20.15,3.021189335,Public Holiday,Morning Peak,0,8:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,33.52,15.3,1007.79,1,15.73,3.021189335,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,34.07,15.3,1007.79,1,14.25,3.021189335,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,36,15.3,1007.79,2,13.73,3.021189335,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,38.72,13.88,895.21,1,22.83,4.750250114,Weekday,Non-peak Morning,0,6:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,37.02,10.42,638.07,1,24.07,4.750250114,Weekday,Morning Peak,0,8:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekday,Evening Peak,0,18:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,38.72,13.88,895.21,1,22.83,4.750250114,Weekend,Non-peak Morning,0,6:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,37.02,10.42,638.07,1,24.07,4.750250114,Weekend,Morning Peak,0,8:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekend,Evening Peak,0,18:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,38.72,13.88,895.21,1,22.83,4.750250114,Public Holiday,Non-peak Morning,0,6:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,37.02,10.42,638.07,1,24.07,4.750250114,Public Holiday,Morning Peak,0,8:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,JURONG POLYCLINIC,1.350189,103.730642,32.15,8.57,532.55,0,23.58,4.750250114,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
